function,category,original_line,current_line,variants
function_4a9a30,保留原反编译函数体,10995,12137,4
function_40bf10,保留原反编译函数体,11021,12163,2
function_40c560,保留原反编译函数体,11376,12518,2
function_403790,保留原反编译函数体,11798,12940,1
function_4037e0,保留原反编译函数体,11808,12950,1
function_403820,保留原反编译函数体,11817,12959,2
function_403830,保留原反编译函数体,11824,12966,1
function_4038c0,已修改／替换的非空实现,11908,13181,1
function_4039e0,已修改／替换的非空实现,11998,13223,4
function_403a90,保留原反编译函数体,12053,13265,1
function_403ad0,保留原反编译函数体,12063,13275,1
function_403b90,保留原反编译函数体,12092,13304,1
function_403bf0,已修改／替换的非空实现,12119,13331,1
function_403ce0,已修改／替换的非空实现,12198,13157,4
function_403db6,保留原反编译函数体,12237,13439,1
function_403dbc,已修改／替换的非空实现,12244,13447,1
function_403e50,未找到同名入口，待核对替代,12269,,0
function_403e80,保留原反编译函数体,12284,13464,1
function_403f00,保留原反编译函数体,12300,13480,1
function_403f20,保留原反编译函数体,12310,13490,1
function_403fc0,保留原反编译函数体,12400,13580,1
function_403fe0,保留原反编译函数体,12409,13589,1
function_404040,保留原反编译函数体,12447,13627,1
function_404090,保留原反编译函数体,12460,13640,1
function_4040d0,已修改／替换的非空实现,12471,13651,1
function_404130,已修改／替换的非空实现,12479,13657,1
function_404180,保留原反编译函数体,12487,13663,1
function_404230,保留原反编译函数体,12533,13709,1
function_404270,保留原反编译函数体,12556,13732,1
function_404390,已修改／替换的非空实现,12618,13794,1
function_477160,已修改／替换的非空实现,12622,148689,1
function_404430,已修改／替换的非空实现,12644,13815,1
function_474000,已修改／替换的非空实现,12648,142556,1
function_4044d0,保留原反编译函数体,12670,13836,1
function_4045c0,已修改／替换的非空实现,12761,13927,2
function_404610,保留原反编译函数体,12800,13937,1
function_404640,保留原反编译函数体,12809,13946,1
function_404770,保留原反编译函数体,12927,14064,1
function_4049c0,保留原反编译函数体,13167,14304,1
function_404bc0,保留原反编译函数体,13379,14516,1
function_404e10,保留原反编译函数体,13619,14756,1
function_404eb0,保留原反编译函数体,13638,14775,1
function_404ee0,保留原反编译函数体,13645,14782,1
function_405040,保留原反编译函数体,13795,14932,1
function_405060,保留原反编译函数体,13804,14941,1
function_405080,保留原反编译函数体,13813,14950,1
function_405140,保留原反编译函数体,13841,14978,1
function_405180,保留原反编译函数体,13856,14993,1
function_4051e0,保留原反编译函数体,13871,15008,1
function_405220,保留原反编译函数体,13886,15023,1
function_405280,保留原反编译函数体,13901,15038,1
function_4052c0,保留原反编译函数体,13916,15053,1
function_405320,保留原反编译函数体,13931,15068,1
function_405720,保留原反编译函数体,14432,15569,1
function_405800,已修改／替换的非空实现,14458,15758,2
function_405900,保留原反编译函数体,14489,15778,2
function_405980,已修改／替换的非空实现,14566,15855,1
function_405990,保留原反编译函数体,14574,15863,1
function_4059c0,保留原反编译函数体,14582,15871,1
function_405a50,保留原反编译函数体,14600,15889,1
function_405aa0,保留原反编译函数体,14616,15905,1
function_405b30,已修改／替换的非空实现,14637,15926,1
function_405bd0,已修改／替换的非空实现,14670,15959,1
function_405c90,保留原反编译函数体,14680,15969,1
function_405d60,已修改／替换的非空实现,14689,16060,1
function_405e30,已修改／替换的非空实现,14765,16069,1
function_405ea0,已修改／替换的非空实现,14785,16105,1
function_405f80,已修改／替换的非空实现,14808,16128,1
function_406180,已修改／替换的非空实现,14894,16214,1
function_4062d0,已修改／替换的非空实现,14971,16291,1
function_406350,保留原反编译函数体,15007,16327,1
function_406360,保留原反编译函数体,15014,16334,1
function_406370,已修改／替换的非空实现,15022,16342,1
function_4065a0,保留原反编译函数体,15091,16411,1
function_4065d0,保留原反编译函数体,15104,16424,1
function_406600,已修改／替换的非空实现,15117,16437,20
function_406670,保留原反编译函数体,15149,16469,1
function_406690,保留原反编译函数体,15159,16479,1
function_4067f0,已修改／替换的非空实现,15270,16512,1
function_406880,保留原反编译函数体,15309,16551,1
function_4068f0,保留原反编译函数体,15401,16643,1
function_406a50,保留原反编译函数体,15437,16679,1
function_406ac0,保留原反编译函数体,15459,16701,1
function_406cc0,已修改／替换的非空实现,15579,16821,1
function_406db0,保留原反编译函数体,15662,16904,1
function_406df0,保留原反编译函数体,15694,16936,1
function_406ee0,保留原反编译函数体,15742,16984,1
function_406fc0,保留原反编译函数体,15999,17241,1
function_407000,保留原反编译函数体,16041,17283,1
function_407070,保留原反编译函数体,16089,17331,1
function_407130,保留原反编译函数体,16131,17373,1
function_407190,保留原反编译函数体,16158,17400,1
function_407210,保留原反编译函数体,16197,17439,1
function_407250,保留原反编译函数体,16222,17464,1
function_407270,保留原反编译函数体,16239,17481,1
function_4072b0,已修改／替换的非空实现,16257,17499,1
function_4072d0,已修改／替换的非空实现,16266,17508,1
function_407300,已修改／替换的非空实现,16276,17525,1
function_407310,保留原反编译函数体,16285,17539,1
function_407340,保留原反编译函数体,16303,17557,1
function_407350,保留原反编译函数体,16311,17565,1
function_407360,已修改／替换的非空实现,16319,17573,1
function_407370,已修改／替换的非空实现,16325,12051,8
function_407450,保留原反编译函数体,16412,17739,1
function_407480,保留原反编译函数体,16422,17749,1
function_4074b0,保留原反编译函数体,16435,17762,1
function_4074c0,保留原反编译函数体,16443,17770,1
function_407500,已修改／替换的非空实现,16461,17951,1
function_4077c0,已修改／替换的非空实现,16754,18244,1
function_4082b0,保留原反编译函数体,18542,20032,1
function_4082d0,保留原反编译函数体,18552,20042,1
function_408320,已修改／替换的非空实现,18572,20062,1
function_4083e0,已修改／替换的非空实现,18656,20145,1
function_408430,已修改／替换的非空实现,18689,20179,1
function_408530,保留原反编译函数体,18787,20277,1
function_408550,保留原反编译函数体,18796,20286,1
function_408590,保留原反编译函数体,18816,20306,1
function_408600,保留原反编译函数体,18846,20336,1
function_408650,已修改／替换的非空实现,18866,20356,1
function_4086e0,已修改／替换的非空实现,18884,20387,1
function_4087b0,已修改／替换的非空实现,18903,20418,1
function_4087e0,已修改／替换的非空实现,18917,20432,1
function_408800,已修改／替换的非空实现,18928,20454,1
function_408830,已修改／替换的非空实现,18944,20470,1
function_408850,已修改／替换的非空实现,18953,20479,1
function_408860,已修改／替换的非空实现,18960,20486,1
function_408870,保留原反编译函数体,18967,20493,1
function_408930,已修改／替换的非空实现,19002,20528,1
function_4089c0,已修改／替换的非空实现,19026,20553,1
function_408b10,保留原反编译函数体,19131,20587,1
function_408b30,已修改／替换的非空实现,19138,20594,2
function_408bf0,已修改／替换的非空实现,19164,20640,2
function_408c80,已修改／替换的非空实现,19183,20651,1
function_408d00,已修改／替换的非空实现,19256,20688,2
function_408e60,已修改／替换的非空实现,19285,20731,1
function_408e80,已修改／替换的非空实现,19292,20736,1
function_408eb0,已修改／替换的非空实现,19309,20742,1
function_409030,原版即为简单返回／空函数,19376,20748,1
function_4090a0,保留原反编译函数体,19382,20754,1
function_4090d0,保留原反编译函数体,19398,20770,1
function_409130,保留原反编译函数体,19416,20788,1
function_4093b0,保留原反编译函数体,19518,20890,1
function_4093f0,保留原反编译函数体,19531,20903,1
function_409450,保留原反编译函数体,19555,20927,1
function_409480,保留原反编译函数体,19576,20948,1
function_4094b0,保留原反编译函数体,19608,20980,1
function_4094e0,保留原反编译函数体,19642,21014,1
function_409540,保留原反编译函数体,19667,21039,1
function_409620,保留原反编译函数体,19735,21107,1
function_4096d0,保留原反编译函数体,19765,21137,2
function_409840,保留原反编译函数体,19868,21240,1
function_4098a0,保留原反编译函数体,19898,21270,1
function_409930,保留原反编译函数体,19954,21326,1
function_4099c0,保留原反编译函数体,19996,21368,1
function_409da0,保留原反编译函数体,20216,21588,1
function_40a0f0,已修改／替换的非空实现,20528,23622,1
function_40a3d0,已修改／替换的非空实现,20713,23632,1
function_40a460,已修改／替换的非空实现,20733,23687,1
function_40a5d0,保留原反编译函数体,20886,23722,1
function_40a5f0,已修改／替换的非空实现,20893,23729,1
function_40a6c0,已修改／替换的非空实现,20957,23793,1
function_40a7f0,已修改／替换的非空实现,21009,23845,1
function_40a890,已修改／替换的非空实现,21049,23885,1
function_40a8d0,已修改／替换的非空实现,21064,23900,1
function_40a950,已修改／替换的非空实现,21099,23935,1
function_40a9a0,已修改／替换的非空实现,21118,23954,1
function_40a9f0,已修改／替换的非空实现,21137,23973,1
function_40aaa0,已修改／替换的非空实现,21198,23984,1
function_40aac0,已修改／替换的非空实现,21210,23999,1
function_40aae0,已修改／替换的非空实现,21221,24024,1
function_40adb0,已修改／替换的非空实现,21545,24036,1
function_40ae70,已修改／替换的非空实现,21592,24083,1
function_40af70,保留原反编译函数体,21712,24203,1
function_40af80,保留原反编译函数体,21722,24213,1
function_40afb0,保留原反编译函数体,21735,24226,1
function_40afe0,已修改／替换的非空实现,21750,24241,1
function_40b160,已修改／替换的非空实现,21859,24350,1
function_40b210,已修改／替换的非空实现,21921,24412,1
function_40b2c0,保留原反编译函数体,21964,24455,1
function_40b2d0,保留原反编译函数体,21976,24467,1
function_40b3a0,已修改／替换的非空实现,21997,24488,1
function_40b520,已修改／替换的非空实现,22123,24496,1
function_40b6f0,保留原反编译函数体,22303,24501,1
function_40b760,保留原反编译函数体,22387,24585,1
function_411b90,保留原反编译函数体,22403,24601,2
function_40b840,保留原反编译函数体,22435,24633,1
function_40b8a0,已修改／替换的非空实现,22460,24658,1
function_40b9a0,保留原反编译函数体,22589,24664,1
function_40ba20,已修改／替换的非空实现,22638,24713,1
function_40bb70,已修改／替换的非空实现,22715,24790,1
function_40bbf0,保留原反编译函数体,22749,24824,1
function_40bc00,已修改／替换的非空实现,22759,24834,1
function_40bd10,已修改／替换的非空实现,22835,24910,1
function_40bd90,保留原反编译函数体,22869,24944,1
function_40bda0,保留原反编译函数体,22877,24952,1
function_40bdf0,保留原反编译函数体,22919,24994,1
function_40be40,保留原反编译函数体,22963,25038,1
function_40be70,保留原反编译函数体,22976,25051,1
function_40bea0,保留原反编译函数体,22991,25066,1
function_40bed0,保留原反编译函数体,23004,25079,1
function_40bf00,保留原反编译函数体,23017,25092,1
function_40c010,保留原反编译函数体,23075,25150,1
function_40c2e0,保留原反编译函数体,23283,25358,1
function_4429b0,原版即为简单返回／空函数,23286,25361,6
function_40c370,保留原反编译函数体,23296,25371,1
function_40c410,已修改／替换的非空实现,23326,25401,1
function_40c4b0,保留原反编译函数体,23347,25422,1
function_40c5f0,保留原反编译函数体,23412,25487,1
function_40c670,原版即为简单返回／空函数,23452,25527,1
function_40c6d0,保留原反编译函数体,23460,25535,1
function_40c790,保留原反编译函数体,23528,25603,1
function_40c870,保留原反编译函数体,23610,25685,1
function_40c8a0,保留原反编译函数体,23623,25698,1
function_40c900,保留原反编译函数体,23647,25722,1
function_40ca50,保留原反编译函数体,23754,25829,1
function_40cba0,已修改／替换的非空实现,23861,25936,1
function_40cc80,保留原反编译函数体,23942,26017,1
function_40ccc0,保留原反编译函数体,23957,26032,1
function_40cdd0,原版即为简单返回／空函数,24010,26085,1
function_40ce60,保留原反编译函数体,24016,26091,1
function_40d0a0,保留原反编译函数体,24142,26217,1
function_40d1e0,保留原反编译函数体,24256,26331,1
function_40d240,保留原反编译函数体,24290,26365,1
function_40d2f0,保留原反编译函数体,24341,26416,1
function_40d330,保留原反编译函数体,24372,26447,1
function_40d400,保留原反编译函数体,24411,26486,1
function_40d500,保留原反编译函数体,24536,26611,1
function_40d520,保留原反编译函数体,24553,26628,1
function_40d560,保留原反编译函数体,24571,26646,1
function_40d590,保留原反编译函数体,24581,26656,1
function_40d5b0,保留原反编译函数体,24590,26665,1
function_40d5e0,已修改／替换的非空实现,24608,26683,1
function_40d790,已修改／替换的非空实现,24690,26765,2
function_40d940,已修改／替换的非空实现,24824,26940,1
function_40da60,已修改／替换的非空实现,24892,27041,1
function_40db30,已修改／替换的非空实现,24943,27104,1
function_40dbe0,已修改／替换的非空实现,25084,27143,1
function_40df60,已修改／替换的非空实现,25365,27148,1
function_40e130,已修改／替换的非空实现,25645,27600,1
function_40e220,已修改／替换的非空实现,25749,27642,1
function_40e2b0,已修改／替换的非空实现,25789,27673,1
function_40e2d0,已修改／替换的非空实现,25801,27688,1
function_40e2f0,保留原反编译函数体,25813,27703,1
function_40e320,已修改／替换的非空实现,25825,27715,1
function_40e3f0,保留原反编译函数体,26032,27770,1
function_40e460,已修改／替换的非空实现,26068,27806,1
function_40e540,已修改／替换的非空实现,26128,27868,1
function_40e590,已修改／替换的非空实现,26150,27881,1
function_40e5d0,已修改／替换的非空实现,26161,27892,2
function_40e630,已修改／替换的非空实现,26181,27913,1
function_40e850,已修改／替换的非空实现,26313,28062,1
function_40eae0,已修改／替换的非空实现,26434,28185,1
function_40ebf0,保留原反编译函数体,26479,28230,1
function_40ec30,保留原反编译函数体,26494,28245,1
function_40ec70,保留原反编译函数体,26511,28262,1
function_40ed40,保留原反编译函数体,26563,28314,1
function_40ee30,保留原反编译函数体,26674,28425,1
function_40efd0,保留原反编译函数体,26806,28557,1
function_40f130,保留原反编译函数体,26867,28618,1
function_40f1c0,已修改／替换的非空实现,26936,28687,1
function_40f2e0,保留原反编译函数体,27015,28766,1
function_40f370,已修改／替换的非空实现,27095,28846,1
function_40f5e0,已修改／替换的非空实现,27154,28905,1
function_40f790,已修改／替换的非空实现,27182,28933,1
function_40fe30,保留原反编译函数体,27508,29259,1
function_40ffb0,保留原反编译函数体,27648,29399,1
function_4100c0,保留原反编译函数体,27879,29630,1
function_4100f0,已修改／替换的非空实现,27900,29651,1
function_410110,保留原反编译函数体,27919,29670,1
function_410160,保留原反编译函数体,27941,29692,1
function_410190,保留原反编译函数体,27949,29700,1
function_4101a0,保留原反编译函数体,27956,29707,1
function_4101e0,保留原反编译函数体,27967,29718,1
function_410230,保留原反编译函数体,27985,29736,1
function_410260,保留原反编译函数体,28006,29757,1
function_410270,已修改／替换的非空实现,28015,29766,1
function_4103b0,已修改／替换的非空实现,28061,29812,1
function_410480,保留原反编译函数体,28084,29835,1
function_410500,已修改／替换的非空实现,28104,29953,1
function_410750,已修改／替换的非空实现,28212,30044,1
function_4109a0,保留原反编译函数体,28308,30077,1
function_4109d0,已修改／替换的非空实现,28327,30097,1
function_410b90,已修改／替换的非空实现,28460,30140,1
function_410c00,已修改／替换的非空实现,28498,30182,1
function_410c80,保留原反编译函数体,28530,30221,1
function_410cb0,保留原反编译函数体,28547,30238,1
function_410d90,保留原反编译函数体,28620,30311,1
function_410e00,保留原反编译函数体,28654,30345,1
function_410e80,保留原反编译函数体,28684,30375,1
function_410ef0,保留原反编译函数体,28756,30447,1
function_411000,保留原反编译函数体,28800,30491,1
function_411040,保留原反编译函数体,28842,30533,1
function_411100,已修改／替换的非空实现,28987,30678,1
function_411390,保留原反编译函数体,29379,31070,1
function_4113f0,保留原反编译函数体,29413,31104,1
function_411450,保留原反编译函数体,29432,31123,1
function_411520,保留原反编译函数体,29513,31204,1
function_411720,保留原反编译函数体,29793,31484,1
function_411870,保留原反编译函数体,29934,31625,1
function_411930,保留原反编译函数体,30059,31750,1
function_411980,保留原反编译函数体,30076,31767,1
function_4119a0,保留原反编译函数体,30088,31779,1
function_4119e0,保留原反编译函数体,30108,31799,1
function_411a10,保留原反编译函数体,30125,31816,1
function_411ff0,原版即为简单返回／空函数,30128,31819,3
function_411aa0,保留原反编译函数体,30138,31829,1
function_411d10,保留原反编译函数体,30322,32013,1
function_411d30,保留原反编译函数体,30335,32026,1
function_411d80,已修改／替换的非空实现,30349,32040,1
function_411f90,保留原反编译函数体,30423,32168,1
function_412060,保留原反编译函数体,30461,32206,1
function_4120c0,保留原反编译函数体,30474,32219,1
function_4120d0,已修改／替换的非空实现,30481,32226,1
function_412210,原版即为简单返回／空函数,30560,32305,1
function_412240,已修改／替换的非空实现,30566,32311,1
function_412350,保留原反编译函数体,30729,32475,1
function_4123a0,保留原反编译函数体,30739,32485,1
function_4123c0,原版即为简单返回／空函数,30746,32492,1
function_4123e0,已修改／替换的非空实现,30752,32498,1
function_4125d0,原版即为简单返回／空函数,30782,32530,1
function_4125e0,已修改／替换的非空实现,30788,32536,1
function_412610,保留原反编译函数体,30799,32547,1
function_412660,保留原反编译函数体,30829,32577,1
function_412680,保留原反编译函数体,30842,32590,1
function_412720,保留原反编译函数体,30879,32627,1
function_4127b0,保留原反编译函数体,30911,32659,1
function_412890,已修改／替换的非空实现,30934,32682,1
function_412ad0,已修改／替换的非空实现,31094,32879,1
function_412b80,已修改／替换的非空实现,31216,33048,1
function_412c10,已修改／替换的非空实现,31247,33092,1
function_412ca0,已修改／替换的非空实现,31290,33124,1
function_412d30,保留原反编译函数体,31302,33142,1
function_412da0,保留原反编译函数体,31316,33156,1
function_412ef0,保留原反编译函数体,31374,33214,1
function_413000,保留原反编译函数体,31433,33273,1
function_4130a0,保留原反编译函数体,31508,33348,1
function_4131b0,保留原反编译函数体,31580,33420,1
function_4131e0,保留原反编译函数体,31598,27605,2
function_413470,保留原反编译函数体,31761,33601,1
function_4134e0,保留原反编译函数体,31785,33625,1
function_413500,已修改／替换的非空实现,31799,33639,1
function_413f18,保留原反编译函数体,32552,34396,1
function_414010,已修改／替换的非空实现,32582,34426,1
function_4141e0,保留原反编译函数体,32620,34493,1
function_4145b0,已修改／替换的非空实现,33409,35282,1
function_4146a0,已修改／替换的非空实现,33438,35313,1
function_414850,已修改／替换的非空实现,33464,35341,1
function_414930,已修改／替换的非空实现,33479,35358,1
function_414a30,保留原反编译函数体,33494,35375,1
function_414ad0,保留原反编译函数体,33527,35408,1
function_414b80,保留原反编译函数体,33572,35453,1
function_414c10,保留原反编译函数体,33621,35502,1
function_414c70,保留原反编译函数体,33661,35542,1
function_414cb0,保留原反编译函数体,33676,35557,1
function_414d60,原版即为简单返回／空函数,33712,35593,1
function_414d80,保留原反编译函数体,33720,35601,1
function_414db0,原版即为简单返回／空函数,33751,35632,1
function_414dd0,保留原反编译函数体,33759,35640,1
function_414e00,保留原反编译函数体,33790,35671,1
function_414e10,保留原反编译函数体,33799,35680,1
function_414e40,保留原反编译函数体,33808,35689,1
function_414e50,保留原反编译函数体,33817,35698,1
function_414e80,保留原反编译函数体,33826,35707,1
function_414ed0,保留原反编译函数体,33852,35733,1
function_414fa0,保留原反编译函数体,33927,35808,1
function_414fe0,保留原反编译函数体,33946,35827,1
function_415070,保留原反编译函数体,33986,35867,1
function_4150a0,原版即为简单返回／空函数,33999,35880,1
function_4150b0,保留原反编译函数体,34007,35888,1
function_4150e0,保留原反编译函数体,34022,35903,1
function_415110,保留原反编译函数体,34034,35915,1
function_415130,保留原反编译函数体,34048,35929,2
function_415190,保留原反编译函数体,34065,35946,1
function_4151a0,保留原反编译函数体,34073,35954,1
function_4151d0,保留原反编译函数体,34088,35969,1
function_4151e0,保留原反编译函数体,34094,35975,1
function_4151f0,保留原反编译函数体,34102,35983,1
function_415220,保留原反编译函数体,34118,35999,1
function_415230,保留原反编译函数体,34126,36007,1
function_4152a0,保留原反编译函数体,34143,36024,1
function_415350,已修改／替换的非空实现,34176,36057,1
function_48a6f0,保留原反编译函数体,34180,36061,21
function_4153e0,保留原反编译函数体,34206,36087,1
function_415420,保留原反编译函数体,34220,36101,1
function_415480,保留原反编译函数体,34247,36128,1
function_415550,保留原反编译函数体,34281,36162,1
function_4155d0,保留原反编译函数体,34298,36237,1
function_4156d0,保留原反编译函数体,34332,36271,1
function_415750,保留原反编译函数体,34353,36292,1
function_415790,保留原反编译函数体,34370,36309,1
function_415810,已修改／替换的非空实现,34395,36392,1
function_415870,保留原反编译函数体,34406,36399,1
function_4158e0,保留原反编译函数体,34420,36413,1
function_4159a0,保留原反编译函数体,34459,36452,1
function_4159d0,保留原反编译函数体,34479,36472,1
function_4159f0,保留原反编译函数体,34494,36487,1
function_415b00,保留原反编译函数体,34533,36526,1
function_48afc0,原版即为简单返回／空函数,34540,36533,2
function_415b50,原版即为简单返回／空函数,34550,36543,1
function_415b80,保留原反编译函数体,34558,36551,1
function_415c50,保留原反编译函数体,34592,36585,1
function_415e20,已修改／替换的非空实现,34945,36938,1
function_415ea0,已修改／替换的非空实现,34955,36948,1
function_415f60,已修改／替换的非空实现,34982,36975,1
function_415fd0,保留原反编译函数体,35004,36997,2
function_416427,原版即为简单返回／空函数,35253,37246,1
function_41642d,原版即为简单返回／空函数,35259,37252,1
function_416440,保留原反编译函数体,35267,37260,1
function_416510,保留原反编译函数体,35328,37321,1
function_416700,保留原反编译函数体,35451,37444,1
function_416790,已修改／替换的非空实现,35489,37482,1
function_416b8d,原版即为简单返回／空函数,35596,37591,1
function_416b93,保留原反编译函数体,35602,37597,1
function_416b98,原版即为简单返回／空函数,35609,37604,1
function_416ba0,保留原反编译函数体,35615,37610,1
function_416bd0,保留原反编译函数体,35626,37621,1
function_416bf0,保留原反编译函数体,35642,37637,1
function_416c50,保留原反编译函数体,35666,37661,1
function_416c60,保留原反编译函数体,35675,37670,1
function_416ce0,保留原反编译函数体,35715,37710,1
function_416d60,原版即为简单返回／空函数,35755,37750,1
function_416d70,原版即为简单返回／空函数,35761,37756,1
function_416d80,原版即为简单返回／空函数,35767,37762,1
function_416d90,原版即为简单返回／空函数,35773,37768,1
function_416da0,原版即为简单返回／空函数,35779,37774,1
function_416db0,保留原反编译函数体,35785,37780,1
function_416de0,保留原反编译函数体,35801,37796,1
function_416ec0,保留原反编译函数体,35903,37898,1
function_416fa0,保留原反编译函数体,36019,38014,1
function_416fd0,保留原反编译函数体,36030,38025,1
function_417000,保留原反编译函数体,36041,38036,1
function_417010,保留原反编译函数体,36048,38043,1
function_417100,保留原反编译函数体,36097,38092,1
function_4173c0,原版即为简单返回／空函数,36227,38222,1
function_4173d0,已修改／替换的非空实现,36233,38228,1
function_417420,原版即为简单返回／空函数,36250,38245,1
function_417430,保留原反编译函数体,36256,38251,1
function_4174f0,保留原反编译函数体,36279,38274,1
function_4175f0,保留原反编译函数体,36304,38299,1
function_417a00,保留原反编译函数体,36675,38670,1
function_417a30,已修改／替换的非空实现,36688,38683,1
function_417c90,保留原反编译函数体,37011,39006,1
function_417d00,保留原反编译函数体,37045,39040,1
function_417d30,保留原反编译函数体,37062,39057,1
function_417d70,保留原反编译函数体,37080,39075,1
function_417da0,保留原反编译函数体,37093,39088,1
function_417dd0,保留原反编译函数体,37107,39102,1
function_417e30,保留原反编译函数体,37136,39131,1
function_417e50,保留原反编译函数体,37147,39142,1
function_417ee0,保留原反编译函数体,37198,39193,2
function_4180a0,保留原反编译函数体,37327,39322,1
function_4180c0,保留原反编译函数体,37339,39334,1
function_4180e0,已修改／替换的非空实现,37351,39346,1
function_418370,保留原反编译函数体,37745,39740,1
function_418400,保留原反编译函数体,37809,39804,1
function_418410,保留原反编译函数体,37816,39811,4
function_418430,保留原反编译函数体,37825,39820,1
function_418480,保留原反编译函数体,37859,39854,1
function_4184d0,保留原反编译函数体,37878,39873,1
function_4184e0,保留原反编译函数体,37885,39880,1
function_4184f0,保留原反编译函数体,37892,39887,1
function_418500,已修改／替换的非空实现,37899,39894,1
function_4185b0,保留原反编译函数体,37967,39962,1
function_418660,保留原反编译函数体,38001,39996,1
function_418750,保留原反编译函数体,38047,40042,1
function_418820,保留原反编译函数体,38193,40188,1
function_418880,保留原反编译函数体,38227,40222,1
function_4188e0,保留原反编译函数体,38246,40241,1
function_418980,保留原反编译函数体,38382,40377,1
function_4189d0,保留原反编译函数体,38434,40429,1
function_4189f0,保留原反编译函数体,38441,40436,1
function_418a10,保留原反编译函数体,38450,40445,1
function_418a20,保留原反编译函数体,38459,40454,1
function_418a30,已修改／替换的非空实现,38468,40463,1
function_418a80,已修改／替换的非空实现,38488,40483,1
function_418ad0,已修改／替换的非空实现,38508,40503,1
function_418b20,保留原反编译函数体,38528,40523,1
function_418b70,保留原反编译函数体,38546,40541,1
function_418bd0,保留原反编译函数体,38584,40579,1
function_418bf0,保留原反编译函数体,38591,40586,1
function_418c10,保留原反编译函数体,38599,40594,1
function_418cc0,保留原反编译函数体,38634,40629,1
function_418d20,保留原反编译函数体,38705,40700,1
function_418e60,保留原反编译函数体,38814,40809,1
function_418fa0,保留原反编译函数体,38860,40855,1
function_4190e0,保留原反编译函数体,38906,40901,1
function_419150,保留原反编译函数体,38920,40915,1
function_419290,保留原反编译函数体,39029,41024,1
function_4192d0,保留原反编译函数体,39041,41036,1
function_4192e0,保留原反编译函数体,39049,41044,1
function_419450,保留原反编译函数体,39169,41164,1
function_419510,保留原反编译函数体,39243,41238,1
function_4195d0,原版即为简单返回／空函数,39279,41274,1
function_4195f0,保留原反编译函数体,39285,41280,1
function_419740,保留原反编译函数体,39445,41440,1
function_419970,保留原反编译函数体,39710,41705,1
function_419a8f,保留原反编译函数体,39775,41770,1
function_419aa0,保留原反编译函数体,39782,41777,1
function_419b00,保留原反编译函数体,39813,41808,1
function_419c50,保留原反编译函数体,39869,41864,1
function_419ce0,保留原反编译函数体,39890,41885,1
function_419d10,保留原反编译函数体,39898,41893,1
function_419d30,原版即为简单返回／空函数,39907,41902,1
function_419d40,保留原反编译函数体,39913,41908,1
function_419dd0,保留原反编译函数体,39934,41929,1
function_419e49,保留原反编译函数体,39957,41952,1
function_419f50,保留原反编译函数体,39986,41981,1
function_41a010,保留原反编译函数体,40007,42002,1
